Number, Time (Divide & Conquer), Time (Naive), Min, Max
2810, 0.000000, 0.000000, 21, 32765
2820, 0.000000, 0.000000, 21, 32765
2830, 0.001000, 0.000000, 21, 32765
2840, 0.000000, 0.000000, 21, 32765
2850, 0.000000, 0.000000, 21, 32765
2860, 0.000000, 0.000000, 21, 32765
2870, 0.000000, 0.000000, 21, 32765
2880, 0.000000, 0.000000, 21, 32765
2890, 0.000000, 0.000000, 21, 32765
2900, 0.000000, 0.000000, 21, 32765
2910, 0.000000, 0.000000, 21, 32765
2920, 0.000000, 0.000000, 21, 32765
2930, 0.000000, 0.000000, 21, 32765
2940, 0.000000, 0.000000, 21, 32765
2950, 0.000000, 0.000000, 21, 32765
2960, 0.000000, 0.000000, 21, 32765
2970, 0.000000, 0.000000, 21, 32765
2980, 0.000000, 0.000000, 21, 32765
2990, 0.000000, 0.000000, 21, 32765
3000, 0.000000, 0.000000, 21, 32765
3010, 0.000000, 0.000000, 21, 32765
3020, 0.000000, 0.000000, 21, 32765
3030, 0.000000, 0.000000, 21, 32765
3040, 0.000000, 0.000000, 21, 32765
3050, 0.000000, 0.000000, 21, 32765
3060, 0.000000, 0.000000, 21, 32765
3070, 0.000000, 0.000000, 21, 32765
3080, 0.000000, 0.000000, 21, 32765
3090, 0.000000, 0.000000, 21, 32765
3100, 0.000000, 0.000000, 21, 32765
3110, 0.000000, 0.000000, 21, 32765
3120, 0.000000, 0.000000, 21, 32765
3130, 0.000000, 0.000000, 21, 32765
3140, 0.000000, 0.000000, 21, 32765
3150, 0.000000, 0.000000, 21, 32765
3160, 0.000000, 0.000000, 21, 32765
3170, 0.000000, 0.000000, 21, 32765
3180, 0.000000, 0.000000, 21, 32765
3190, 0.000000, 0.000000, 21, 32765
3200, 0.000000, 0.000000, 21, 32765
3210, 0.000000, 0.000000, 21, 32765
3220, 0.000000, 0.000000, 21, 32765
3230, 0.000000, 0.000000, 21, 32765
3240, 0.001000, 0.000000, 21, 32765
3250, 0.000000, 0.000000, 21, 32765
3260, 0.000000, 0.000000, 21, 32765
3270, 0.000000, 0.000000, 21, 32765
3280, 0.000000, 0.000000, 21, 32765
3290, 0.000000, 0.000000, 21, 32765
3300, 0.000000, 0.000000, 21, 32765
3310, 0.000000, 0.000000, 21, 32765
3320, 0.000000, 0.000000, 21, 32765
3330, 0.000000, 0.000000, 21, 32765
3340, 0.000000, 0.000000, 21, 32765
3350, 0.000000, 0.000000, 21, 32765
3360, 0.000000, 0.000000, 21, 32765
3370, 0.000000, 0.000000, 21, 32765
3380, 0.000000, 0.000000, 21, 32765
3390, 0.000000, 0.000000, 21, 32765
3400, 0.000000, 0.000000, 21, 32765
3410, 0.000000, 0.000000, 21, 32765
3420, 0.000000, 0.000000, 21, 32765
3430, 0.000000, 0.000000, 21, 32765
3440, 0.000000, 0.000000, 21, 32765
3450, 0.000000, 0.000000, 21, 32765
3460, 0.001000, 0.000000, 21, 32765
3470, 0.000000, 0.000000, 21, 32765
3480, 0.000000, 0.000000, 21, 32765
3490, 0.000000, 0.000000, 21, 32765
3500, 0.000000, 0.000000, 21, 32765
3510, 0.000000, 0.000000, 21, 32765
3520, 0.000000, 0.000000, 21, 32765
3530, 0.000000, 0.000000, 21, 32765
3540, 0.000000, 0.000000, 21, 32765
3550, 0.001000, 0.000000, 21, 32765
3560, 0.000000, 0.000000, 21, 32765
3570, 0.000000, 0.000000, 21, 32765
3580, 0.000000, 0.000000, 21, 32765
3590, 0.000000, 0.000000, 21, 32765
3600, 0.000000, 0.000000, 21, 32765
3610, 0.000000, 0.000000, 21, 32765
3620, 0.000000, 0.000000, 21, 32765
3630, 0.000000, 0.000000, 21, 32765
3640, 0.001000, 0.000000, 21, 32765
3650, 0.000000, 0.000000, 21, 32765
3660, 0.000000, 0.000000, 21, 32765
3670, 0.000000, 0.000000, 21, 32765
3680, 0.000000, 0.000000, 21, 32765
3690, 0.000000, 0.000000, 21, 32765
3700, 0.000000, 0.000000, 21, 32765
3710, 0.000000, 0.001000, 21, 32765
3720, 0.000000, 0.000000, 21, 32765
3730, 0.000000, 0.000000, 21, 32765
3740, 0.000000, 0.000000, 21, 32765
3750, 0.000000, 0.000000, 21, 32765
3760, 0.000000, 0.000000, 21, 32765
3770, 0.000000, 0.000000, 21, 32765
3780, 0.000000, 0.000000, 21, 32765
3790, 0.000000, 0.000000, 21, 32765
3800, 0.000000, 0.000000, 21, 32765
3810, 0.000000, 0.000000, 21, 32765
3820, 0.000000, 0.000000, 21, 32765
3830, 0.000000, 0.000000, 21, 32765
3840, 0.000000, 0.000000, 21, 32765
3850, 0.000000, 0.000000, 21, 32765
3860, 0.000000, 0.000000, 21, 32765
3870, 0.000000, 0.000000, 21, 32765
3880, 0.000000, 0.000000, 21, 32765
3890, 0.000000, 0.000000, 21, 32765
3900, 0.000000, 0.000000, 21, 32765
3910, 0.000000, 0.000000, 21, 32765
3920, 0.001000, 0.000000, 21, 32765
3930, 0.000000, 0.000000, 21, 32765
3940, 0.000000, 0.000000, 21, 32765
3950, 0.000000, 0.000000, 21, 32765
3960, 0.000000, 0.000000, 21, 32765
3970, 0.000000, 0.001000, 21, 32765
3980, 0.000000, 0.000000, 21, 32765
3990, 0.000000, 0.000000, 21, 32765
4000, 0.000000, 0.000000, 21, 32765
4010, 0.000000, 0.000000, 21, 32765
4020, 0.000000, 0.000000, 21, 32765
4030, 0.000000, 0.000000, 21, 32765
4040, 0.000000, 0.000000, 21, 32765
4050, 0.000000, 0.000000, 21, 32765
4060, 0.000000, 0.000000, 21, 32765
4070, 0.000000, 0.000000, 21, 32765
4080, 0.000000, 0.000000, 21, 32765
4090, 0.000000, 0.000000, 21, 32765
4100, 0.000000, 0.000000, 21, 32765
4110, 0.000000, 0.000000, 21, 32765
4120, 0.000000, 0.000000, 21, 32765
4130, 0.000000, 0.000000, 21, 32765
4140, 0.000000, 0.000000, 21, 32765
4150, 0.000000, 0.000000, 21, 32765
4160, 0.000000, 0.000000, 21, 32765
4170, 0.000000, 0.000000, 21, 32765
4180, 0.000000, 0.000000, 21, 32765
4190, 0.001000, 0.000000, 21, 32765
4200, 0.000000, 0.000000, 21, 32765
4210, 0.000000, 0.000000, 21, 32765
4220, 0.000000, 0.000000, 21, 32765
4230, 0.000000, 0.000000, 21, 32765
4240, 0.000000, 0.000000, 21, 32765
4250, 0.000000, 0.000000, 21, 32765
4260, 0.000000, 0.000000, 21, 32765
4270, 0.000000, 0.000000, 21, 32765
4280, 0.000000, 0.000000, 21, 32765
4290, 0.000000, 0.000000, 21, 32765
4300, 0.000000, 0.000000, 21, 32765
4310, 0.000000, 0.000000, 21, 32765
4320, 0.000000, 0.000000, 21, 32765
4330, 0.000000, 0.000000, 21, 32765
4340, 0.001000, 0.000000, 21, 32765
4350, 0.000000, 0.000000, 21, 32765
4360, 0.000000, 0.000000, 21, 32765
4370, 0.000000, 0.000000, 21, 32765
4380, 0.000000, 0.000000, 21, 32765
4390, 0.000000, 0.000000, 21, 32765
4400, 0.000000, 0.000000, 21, 32765
4410, 0.000000, 0.000000, 21, 32765
4420, 0.000000, 0.000000, 21, 32765
4430, 0.000000, 0.000000, 21, 32765
4440, 0.000000, 0.000000, 21, 32765
4450, 0.000000, 0.000000, 21, 32765
4460, 0.001000, 0.000000, 21, 32765
4470, 0.000000, 0.000000, 21, 32765
4480, 0.000000, 0.000000, 21, 32765
4490, 0.000000, 0.000000, 21, 32765
4500, 0.000000, 0.000000, 21, 32765
4510, 0.000000, 0.000000, 21, 32765
4520, 0.000000, 0.000000, 21, 32765
4530, 0.000000, 0.000000, 21, 32765
4540, 0.000000, 0.000000, 21, 32765
4550, 0.000000, 0.000000, 21, 32765
4560, 0.001000, 0.000000, 21, 32765
4570, 0.000000, 0.000000, 21, 32765
4580, 0.000000, 0.001000, 21, 32765
4590, 0.000000, 0.000000, 21, 32765
4600, 0.000000, 0.000000, 21, 32765
4610, 0.000000, 0.000000, 21, 32765
4620, 0.000000, 0.000000, 21, 32765
4630, 0.000000, 0.000000, 21, 32765
4640, 0.000000, 0.000000, 8, 32765
4650, 0.000000, 0.000000, 8, 32765
4660, 0.000000, 0.000000, 8, 32765
4670, 0.000000, 0.000000, 8, 32765
4680, 0.000000, 0.000000, 8, 32765
4690, 0.000000, 0.000000, 8, 32765
4700, 0.000000, 0.000000, 8, 32765
4710, 0.000000, 0.000000, 8, 32765
4720, 0.000000, 0.000000, 8, 32765
4730, 0.000000, 0.000000, 8, 32765
4740, 0.000000, 0.000000, 8, 32765
4750, 0.000000, 0.000000, 8, 32765
4760, 0.000000, 0.000000, 8, 32765
4770, 0.000000, 0.000000, 8, 32765
4780, 0.000000, 0.000000, 8, 32765
4790, 0.000000, 0.000000, 8, 32765
4800, 0.001000, 0.000000, 8, 32765
4810, 0.000000, 0.000000, 8, 32765
4820, 0.000000, 0.000000, 8, 32765
4830, 0.000000, 0.000000, 8, 32765
4840, 0.000000, 0.000000, 8, 32765
4850, 0.000000, 0.001000, 8, 32765
4860, 0.000000, 0.000000, 8, 32765
4870, 0.000000, 0.000000, 8, 32765
4880, 0.000000, 0.000000, 8, 32765
4890, 0.000000, 0.000000, 8, 32765
4900, 0.000000, 0.000000, 8, 32765
4910, 0.000000, 0.000000, 8, 32765
4920, 0.000000, 0.000000, 8, 32765
4930, 0.000000, 0.002000, 8, 32765
4940, 0.000000, 0.000000, 8, 32765
4950, 0.000000, 0.000000, 8, 32765
4960, 0.000000, 0.000000, 8, 32765
4970, 0.000000, 0.000000, 8, 32765
4980, 0.000000, 0.000000, 8, 32765
4990, 0.001000, 0.000000, 8, 32765
5000, 0.002000, 0.000000, 8, 32765
5010, 0.000000, 0.000000, 8, 32765
5020, 0.000000, 0.000000, 8, 32765
5030, 0.000000, 0.000000, 8, 32765
5040, 0.000000, 0.000000, 8, 32765
5050, 0.000000, 0.000000, 8, 32765
5060, 0.000000, 0.000000, 8, 32765
5070, 0.000000, 0.000000, 8, 32765
5080, 0.001000, 0.000000, 8, 32765
5090, 0.000000, 0.000000, 8, 32765
5100, 0.000000, 0.000000, 8, 32765
5110, 0.000000, 0.000000, 8, 32765
5120, 0.000000, 0.000000, 8, 32765
5130, 0.000000, 0.000000, 8, 32765
5140, 0.000000, 0.001000, 8, 32765
5150, 0.000000, 0.000000, 8, 32765
5160, 0.000000, 0.000000, 8, 32765
5170, 0.000000, 0.000000, 8, 32765
5180, 0.001000, 0.000000, 8, 32765
5190, 0.000000, 0.000000, 8, 32765
5200, 0.000000, 0.000000, 8, 32765
5210, 0.000000, 0.000000, 8, 32765
5220, 0.000000, 0.000000, 8, 32765
5230, 0.000000, 0.000000, 8, 32765
5240, 0.000000, 0.000000, 8, 32765
5250, 0.000000, 0.000000, 8, 32765
5260, 0.000000, 0.000000, 8, 32765
5270, 0.000000, 0.000000, 8, 32765
5280, 0.000000, 0.000000, 8, 32765
5290, 0.001000, 0.000000, 8, 32765
5300, 0.000000, 0.000000, 8, 32765
5310, 0.000000, 0.000000, 8, 32765
5320, 0.000000, 0.000000, 8, 32765
5330, 0.000000, 0.001000, 8, 32765
5340, 0.000000, 0.000000, 8, 32765
5350, 0.000000, 0.000000, 8, 32765
5360, 0.000000, 0.000000, 8, 32765
5370, 0.000000, 0.000000, 8, 32765
5380, 0.000000, 0.000000, 8, 32765
5390, 0.000000, 0.000000, 8, 32765
5400, 0.001000, 0.000000, 8, 32765
5410, 0.000000, 0.000000, 8, 32765
5420, 0.000000, 0.000000, 8, 32765
5430, 0.000000, 0.000000, 8, 32765
5440, 0.000000, 0.000000, 8, 32765
5450, 0.000000, 0.000000, 8, 32765
5460, 0.000000, 0.000000, 8, 32765
5470, 0.000000, 0.000000, 8, 32765
5480, 0.001000, 0.000000, 8, 32765
5490, 0.000000, 0.000000, 8, 32765
5500, 0.000000, 0.000000, 8, 32765
5510, 0.001000, 0.000000, 8, 32765
5520, 0.000000, 0.000000, 8, 32765
5530, 0.000000, 0.000000, 8, 32765
5540, 0.000000, 0.000000, 8, 32765
5550, 0.000000, 0.000000, 8, 32765
5560, 0.000000, 0.000000, 8, 32765
5570, 0.000000, 0.000000, 8, 32765
5580, 0.000000, 0.000000, 8, 32765
5590, 0.001000, 0.000000, 8, 32765
5600, 0.000000, 0.000000, 8, 32765
5610, 0.000000, 0.000000, 8, 32765
5620, 0.000000, 0.000000, 8, 32765
5630, 0.000000, 0.000000, 8, 32765
5640, 0.000000, 0.000000, 8, 32765
5650, 0.000000, 0.000000, 8, 32765
5660, 0.001000, 0.000000, 8, 32765
5670, 0.000000, 0.000000, 8, 32765
5680, 0.000000, 0.000000, 8, 32765
5690, 0.000000, 0.000000, 8, 32765
5700, 0.000000, 0.000000, 8, 32765
5710, 0.000000, 0.000000, 8, 32765
5720, 0.000000, 0.000000, 8, 32765
5730, 0.000000, 0.000000, 8, 32765
5740, 0.000000, 0.000000, 8, 32765
5750, 0.000000, 0.000000, 8, 32765
5760, 0.000000, 0.000000, 8, 32765
5770, 0.000000, 0.000000, 8, 32765
5780, 0.000000, 0.000000, 8, 32765
5790, 0.000000, 0.000000, 8, 32765
5800, 0.000000, 0.000000, 8, 32765
5810, 0.000000, 0.000000, 8, 32765
5820, 0.000000, 0.000000, 8, 32765
5830, 0.002000, 0.000000, 8, 32765
5840, 0.000000, 0.000000, 8, 32765
5850, 0.000000, 0.000000, 8, 32765
5860, 0.000000, 0.000000, 8, 32765
5870, 0.000000, 0.000000, 8, 32765
5880, 0.000000, 0.000000, 8, 32765
5890, 0.000000, 0.000000, 8, 32765
5900, 0.000000, 0.000000, 8, 32765
5910, 0.000000, 0.000000, 8, 32765
5920, 0.000000, 0.000000, 8, 32765
5930, 0.000000, 0.000000, 8, 32765
5940, 0.000000, 0.000000, 8, 32765
5950, 0.001000, 0.000000, 8, 32765
5960, 0.000000, 0.000000, 8, 32765
5970, 0.000000, 0.000000, 8, 32765
5980, 0.000000, 0.000000, 8, 32765
5990, 0.000000, 0.000000, 8, 32765
6000, 0.000000, 0.000000, 8, 32765
6010, 0.000000, 0.000000, 8, 32765
6020, 0.000000, 0.000000, 8, 32765
6030, 0.000000, 0.000000, 8, 32765
6040, 0.000000, 0.000000, 8, 32765
6050, 0.000000, 0.001000, 8, 32765
6060, 0.000000, 0.000000, 8, 32765
6070, 0.000000, 0.000000, 8, 32765
6080, 0.000000, 0.000000, 8, 32765
6090, 0.002000, 0.000000, 8, 32765
6100, 0.000000, 0.000000, 8, 32765
6110, 0.000000, 0.000000, 8, 32765
6120, 0.000000, 0.000000, 8, 32765
6130, 0.001000, 0.000000, 8, 32765
6140, 0.000000, 0.000000, 8, 32765
6150, 0.000000, 0.000000, 8, 32765
6160, 0.000000, 0.000000, 8, 32765
6170, 0.000000, 0.000000, 8, 32765
6180, 0.001000, 0.000000, 8, 32765
6190, 0.000000, 0.000000, 8, 32765
6200, 0.000000, 0.000000, 8, 32765
6210, 0.000000, 0.000000, 8, 32765
6220, 0.000000, 0.000000, 8, 32765
6230, 0.000000, 0.000000, 8, 32765
6240, 0.000000, 0.000000, 8, 32765
6250, 0.000000, 0.000000, 8, 32765
6260, 0.000000, 0.000000, 8, 32765
6270, 0.000000, 0.000000, 8, 32765
6280, 0.000000, 0.000000, 8, 32765
6290, 0.000000, 0.000000, 8, 32765
6300, 0.000000, 0.000000, 8, 32765
6310, 0.000000, 0.000000, 8, 32765
6320, 0.000000, 0.000000, 8, 32765
6330, 0.000000, 0.000000, 8, 32765
6340, 0.000000, 0.000000, 8, 32765
