100,0.000000,0.000000
200,1.000000,0.000000
300,0.000000,0.000000
400,0.000000,1.000000
500,0.000000,0.000000
600,1.000000,0.000000
700,0.000000,1.000000
800,1.000000,0.000000
900,0.000000,1.000000
1000,1.000000,1.000000
1100,1.000000,1.000000
1200,0.000000,2.000000
1300,1.000000,3.000000
1400,2.000000,3.000000
1500,3.000000,3.000000
1600,1.000000,4.000000
1700,2.000000,5.000000
1800,4.000000,4.000000
1900,4.000000,5.000000
2000,6.000000,7.000000
2100,4.000000,7.000000
2200,4.000000,8.000000
2300,5.000000,9.000000
2400,5.000000,10.000000
2500,4.000000,10.000000
2600,4.000000,11.000000
2700,5.000000,13.000000
2800,6.000000,12.000000
2900,8.000000,13.000000
3000,6.000000,13.000000
3100,7.000000,15.000000
3200,10.000000,16.000000
3300,10.000000,16.000000
3400,9.000000,17.000000
3500,10.000000,18.000000
3600,9.000000,23.000000
3700,10.000000,22.000000
3800,12.000000,23.000000
3900,12.000000,21.000000
4000,14.000000,21.000000
4100,13.000000,25.000000
4200,15.000000,25.000000
4300,16.000000,29.000000
4400,17.000000,27.000000
4500,15.000000,30.000000
4600,18.000000,32.000000
4700,21.000000,31.000000
4800,20.000000,33.000000
4900,18.000000,34.000000
5000,22.000000,46.000000
5100,20.000000,40.000000
5200,27.000000,59.000000
5300,21.000000,43.000000
5400,23.000000,42.000000
5500,23.000000,46.000000
5600,22.000000,44.000000
5700,28.000000,48.000000
5800,25.000000,48.000000
5900,31.000000,104.000000
6000,29.000000,79.000000
6100,42.000000,81.000000
6200,35.000000,104.000000
6300,53.000000,100.000000
6400,61.000000,59.000000
6500,31.000000,57.000000
6600,31.000000,61.000000
6700,33.000000,64.000000
6800,36.000000,64.000000
6900,39.000000,70.000000
7000,39.000000,91.000000
7100,62.000000,125.000000
7200,35.000000,74.000000
7300,39.000000,80.000000
7400,42.000000,73.000000
7500,52.000000,110.000000
7600,40.000000,87.000000
7700,51.000000,82.000000
7800,46.000000,117.000000
7900,46.000000,84.000000
8000,48.000000,89.000000
8100,50.000000,105.000000
8200,52.000000,98.000000
8300,64.000000,90.000000
8400,59.000000,160.000000
8500,71.000000,96.000000
8600,83.000000,106.000000
8700,65.000000,112.000000
8800,57.000000,104.000000
8900,57.000000,157.000000
9000,89.000000,163.000000
9100,60.000000,116.000000
9200,73.000000,166.000000
9300,86.000000,106.000000
9400,64.000000,152.000000
9500,84.000000,185.000000
9600,82.000000,144.000000
9700,84.000000,145.000000
9800,132.000000,139.000000
9900,78.000000,162.000000
10000,70.000000,137.000000
10100,92.000000,149.000000
10200,75.000000,168.000000
10300,80.000000,158.000000
10400,83.000000,244.000000
10500,88.000000,190.000000
10600,81.000000,147.000000
10700,129.000000,233.000000
10800,82.000000,193.000000
10900,98.000000,151.000000
11000,103.000000,181.000000
11100,92.000000,189.000000
11200,95.000000,282.000000
11300,112.000000,172.000000
